主打一个帅气[哇],正面
好的,正面
#七斋重聚秘阁2023# 看看我们综艺之神又有什么高光时刻[doge][doge][doge],负面
马上看啦[打call],正面
宝宝[送花花][送花花][送花花],正面
宝宝你要好好的，爱你,正面
保护好自己宝宝[悲伤],正面
宝宝你没事就好[心]麻麻爱你,正面
拍戏加油宝贝[泪],正面
宝宝照顾好自己[泪][泪],正面
呜呜呜姐姐好好的就行[泪],正面
老婆[泪],正面
没事就好,正面
老婆[泪][泪][泪],正面
宝贝你没事就好[苦涩][苦涩],正面
照顾好自己宝宝[抓狂],正面
宝宝[悲伤],正面
老婆小心点,负面
姐姐没事就好 好好休息,正面
宝贝照顾好自己呜呜呜呜呜，安全第一！[泪][泪][泪] http://t.cn/A60kGBJS,正面
收到 宝贝没事就好 记得照顾好自己噢,正面
宝宝拍戏加油[泪][泪][泪],正面
嗯好！[抱一抱],正面
抱抱宝贝[泪][泪],正面
每天都要开心上班，安全下班哦@宋茜 [心],正面
《白鸽天鹅》好帅 http://t.cn/A6OUORkD,正面
太帅了 http://t.cn/A6OUO8NA,负面
帅惨喽[打call][打call]，明天梅奔见！！！！！！ http://t.cn/A6OUOruH,负面
好帅好听[打call] http://t.cn/A6OUWUop,负面
也期待杰哥明天的舞台表现[打call][打call],正面
好好听[打call],负面
这个轻快的感觉我喜欢[打call][打call][打call],正面
张杰[打call],负面
@张杰 [心][心][心][心][心][心],正面
恭喜歌手张杰 音乐人张杰获得东方风云榜亚洲最佳男歌手 最佳专辑 十大金曲三项大奖[开学季]实至名归！ http://t.cn/A6OUODXn,正面
《白鸽天鹅》张杰好帅 http://t.cn/A6OUOmt3,正面
白鸽天鹅,正面
杰哥好帥[心]@张杰 http://t.cn/A6OUWnp8,正面
白鸽天鹅[打call][打call]张杰[憧憬][憧憬],负面
好帅[苦涩],正面
好好听啊[抱一抱]不愧是华语live王@张杰 [抓狂][抓狂][抓狂] http://t.cn/A6OUWIil,正面
太帅了[舔屏][舔屏],负面
@张杰 [心][心][心] http://t.cn/A6OUWEAr,正面
白鸽天鹅～,正面
哥好帅！我们明天见[爱你][爱你],正面
8月再见，九月你好！,正面
裤子我帮你补补。入秋了，冷,正面
帅帅的杨昊铭又回来啦[爱慕],正面
路上总会有光，我们一起走[心],正面
今天还是有绿色的元素[doge],正面
膝盖别冻着，我帮你把裤子缝上？[doge][doge][doge],负面
真好看[抱一抱],正面
哇那么帅[兔子][兔子][兔子],正面
替你#一条plog告别八月# [吃瓜],负面
八月的最后一天了，你不打算翻个牌儿吗[委屈],负面
秋天来了，新歌还会远吗？,正面
怎么不放18张是有什么心事嘛[毛球],负面
杨总，裤子帮你补补，秋天了怪冷的[喵喵]l,负面
哥哥好帅[赢牛奶],正面
我那时常谋面互联网帅哥弟弟[羞嗒嗒],正面
难道你满22-5？,负面
小杨你膝盖冷吗[doge],正面
发色好好看！！金色会考虑一下吗[偷笑],负面
我们都要好好生活,正面
每天都好累啊,正面
罗刹海市为什么火？有的人黑白颠倒、为所欲为、只手遮天！有的人只能任人宰割、无可奈何、一声叹息！,正面
贫困的标准这么卷了么，我好像比这穷,正面
利益输送啊！,负面
我还达不到这样的“贫困”标准[泪][泪][泪],正面
人后面详细介绍了家庭情况了，手机是同学的，包是一百多块钱买的,正面
这特么不会是摆拍吧？[怒],负面
早就变味，真的要帮助的人没有机会,正面
确定这是贫困户？[doge],负面
怎么好意思拿那些钱啊？怎么好意思给那些钱啊？？？东营可真是发烂发臭[哆啦A梦害怕][哆啦A梦害怕][哆啦A梦害怕],负面
都是这样啦，我这里公租房的里面还有开奔驰宝马的呢。是领导的亲戚,负面
建议有关部门严查所谓的贫困户，让那些真正的得到救助而不是作秀！,负面
让我想起了郭美美[允悲],正面
关系社会,正面
真的假的 有这么明目张胆的吗,负面
我们的扶贫力度真大！这个贫困家庭基本和美帝的中产一个水平了。[微笑],正面
这楼房 这装修 你说她是贫苦户？,负面
黑成这样，还有法律吗？,正面
关系户,中性
他家给的钱多，所以资助他们，有错么[笑而不语],正面
尼玛这个是哪个救助中心？以后都不再捐赠了,正面
老婆[爱慕],正面
好想吃 喂我嘴里[羞嗒嗒],正面
老公[心],正面
宝宝[女孩儿],正面
老婆[举手],正面
宝宝来啦[女孩儿][女孩儿],正面
尊嘟假嘟[亲亲],正面
啊你来了！宝宝多吃点！,正面
老婆爱吃的我都不留给你 老婆不爱吃的我都让你吃 主打一个真爱如我,正面
老婆[鲜花],正面
在飞机上勇敢点餐[haha][haha][haha][haha]加油白梦妍！,正面
[哇][哇][哇]想和你一起吃,负面
啊啊啊啊啊啊啊老婆快夸我,正面
宝贝[哇],正面
喂我白鹿[馋嘴],负面
老婆老婆[嘻嘻][嘻嘻],正面
啊啊啊啊宝宝,正面
好香[舔屏],正面
炫我嘴里[开学季][开学季],正面
我的女人，必须得到世界上最好的东西,正面
愿平安,负面
愿平安🙏,负面
愿平安🙏救援顺利，救援人员也要注意安全,正面
“我们焕儿断不会受欺负的” http://t.cn/A6O4o06F,负面
inshow你到底对得起这对母子里的哪个[微笑],正面
其实鄂顺的也厚厚的，有姐姐在的日子也很好[泪][泪] http://t.cn/A6O4lLmw,正面
妈妈[泪][泪]最好的妈妈[泪][泪]有妈妈姑姑的宝宝穿的像个小熊,正面
小姜一人在朝歌真的好累啊……不知道质子营里还有多少伙伴在陪着他[悲伤],正面
有妈妈姑姑的孩子像块宝,正面
小姜身边唯一的女性长辈就是姑母，像母亲一样关心呵护了他很多年，感觉无论吃穿用度，凡是殷郊有的东西姑姑都会给小姜预备一份同样的，睡觉时也会同时给两个小朋友弹奏安眠曲[悲伤][悲伤],正面
妈咪…🥺,正面
[泪]妈咪[泪]姑姑[泪]in show 你坏事做尽[泪],正面
顺子也过得不错，毕竟姐姐是太子妃，这些小孩里面真的就都被inshow迫害成支离破碎的模样[泪][泪][泪],正面
我怀疑姜文焕在朝歌的最高任务就是保护殷郊，所以一直到殷郊死了他才明着反，之前他姑他爸死他都忍下了,正面
王后是个温柔又温暖的长辈[苦涩]我大哭[苦涩],正面
后来发现其实除了发发这个小可怜大家都有厚衣服，我们顺顺也是裹的像小萨摩耶一样,负面
一人一刀 我们沙了inshow吧[泪],正面
我们小姜还是少年的时候亲近的人都被杀完了[苦涩][苦涩][苦涩][苦涩][苦涩] 成年了亲朋好友也死的差不多了[苦涩][苦涩][苦涩] ,正面
这么看来，小姜和殷郊一样都是姜皇后带出来的孩子😢再去思索他的低调沉稳和大事绝不含糊就更通顺了,正面
世界上每个人都应该爱姜王后😢,正面
姑姑死在了某个他后知后觉的深夜里，他的父亲死在他的剑下，随后他就发现他的姑姑也没了，堂哥的头被人砍了下来，最好的朋友血溅他的面前，崇应彪死了，他在城门面对姬发的时候，心里一定有着深深的痛苦[苦涩]好可怜，他才是真的什么都没做，就慢慢失去了一切[苦涩],正面
原来小姜才是真正的 “我亦飘零久，十年来，深恩负尽，死生师友”,正面
原来只有我们小比没有长辈爱他[泪][泪][泪][泪],正面
整个社会螺旋式下跌就是这样的，典型的通缩效应。,正面
归根结底是大部分消费者消费能力下降了，有钱谁不知道买好的。消费者只是根据自己的能力选择消费平台，而提高消费能力是国家该做的事情，可惜不逼到份上是不会做的。,负面
悲哀个头啊，我笑死,负面
从来不买拼多多东西,正面
[笑cry],正面
做生意要双赢，只有自己赚，不管别人，终究长久不了！如果有一天同一个商品，天猫京东拼多多价格一样，请问消费者会去哪平台买？,负面
多多基本没有店铺这个概念，但又不是自营。从几个月前商家围剿多多自营店就能知道生态有多恶劣了,负面
压榨市场，这算是砸掉大家的碗吧,负面
劣币驱逐良币,负面
几十年了，没有在夕夕上买过东西。知道都是些垃圾货。,负面
卖给不同的人而已，它可以选择不被压榨，去淘宝，去京东嘛[喵喵] 我拼多多买，也有山姆会员卡，不搭嘎。企业自己做的不行别赖别人,负面
平台之恶，只要消费者点退款，PDD无理由退给客户，导致很多货发了客户不退，又拿了💰，及时恶劣的营商环境,负面
做人不要太拼多多,正面
👍,中性
没办法，消费者喜欢。实际生活中到处可以碰到拿着拼夕夕价格要求商家降价的消费者。她们挑东西的时候只看价格，买走之后只问质量[允悲][允悲],正面
所以出来不用拼多多,正面
要被成毅慢半拍笑死哈哈哈哈哈哈哈,正面
成毅好可爱吖[亲亲],正面
何老师：我不信！哦～我信了！！[笑哈哈][笑哈哈],正面
[太开心] http://t.cn/A6OLeQAq,正面
Hi6这期真的赢麻了[哈哈][哈哈][哈哈]成毅哈基米无处不可喜 脸上笑纹多几许[作揖][作揖][作揖],正面
不是成毅慢是你们加倍速看了[允悲],正面
哈基米[爱你],负面
哈基米的慢半拍，可爱鼠了,负面
成毅真的又可爱又搞笑[笑cry][笑cry],正面
哈基米~哈基米~[爱你],负面
哈基米成毅，真的好可爱[哈哈],正面
哈哈哈，我门主是练扬州慢的[挤眼],正面
我们成毅老师昨晚带给我好多快乐哈哈哈,正面
成毅好可爱呀[憧憬],正面
再看到还是很搞笑哈哈哈哈哈哈哈哈哈哈太可爱惹！,正面
哈哈哈成毅慢半拍[doge],正面
成毅太可爱了,正面
好可爱成毅[污][污],负面
哈哈哈哈哈哈，哈基米成毅太可爱了[哈哈][哈哈][哈哈][哈哈][哈哈],正面
为什么不更改游戏规则，反着来太麻烦，按成毅那样做出同方向的不可以吗？[允悲],负面
全面回归暴打小米[doge],正面
出mate60后mate50会迎来降价，mate40的价格空间进一步减小，此时mate30的价格来到了冰点，导致mate20在二手市场的销量极其可危，此时正是我入手mate10的最佳时机[二哈],负面
说明功耗相当炸裂,正面
我是军军，我现在慌得一批[doge],负面
华为强势回归，第一个受害者就是绿厂，下一个是谁[doge],正面
一台2 3年前的配置，叫嚣着高端成了，怕不是要被笑掉大牙[哈哈],负面
”开门，是（）（）“[doge],负面
这就是用超小马达和短焦指纹的理由吗[失望][失望][失望],负面
华为牛逼[doge]，半个米粉表示给我暴打美国暴打苹果[doge],正面
轻舟已过万重山[作揖],负面
看来确实功耗不好压😂一代一代慢慢来吧，有了第一步后面终归能赶上的。,正面
怎么老有四个字在耳边环绕呢[doge],正面
华为：听说有一家收了我三千万用户,负面
买不买是每个人的自由，但是在去🇺🇸化的过程中，我们🇨🇳跨出了关键一步[good],正面
有没有好心人告诉我一下为啥oppo现在被叫黑厂了？[二哈],负面
我觉得吧，等Mate 70Pro+ 纯鸿蒙系统流畅度质的飞跃。那个时候麒麟芯片也更成熟了，说不定祖传的766也改了[doge],正面
图片评论 http://t.cn/A6ObVGm3,负面
尊贵的小米用户,负面
华为回归，先死的是荣耀,正面
两岸猿声啼不住,负面
做什么梦呢,正面
政治入侵,正面
怎么有脸提不公平竞争的？,负面
多夸你老板！他特别帅特别棒！,正面
啊啊啊啊啊啊卷毛帅死了,正面
檀健次你是最棒的[抱一抱][抱一抱][抱一抱][抱一抱],正面
你小子好东西是真多啊[doge],正面
霍[色][色][色]帅哥,负面
啊啊啊啊啊啊感觉脸软软的 给我摸摸,正面
喜欢檀健次[亲亲][亲亲][亲亲],正面
檀健次好帅[色]小卷毛好帅,负面
啊啊啊啊啊卷毛真的好可爱[抱一抱],正面
好东西都拿出来吧，月底了[毛球][毛球],负面
恭喜檀老师解锁帕拉丁代言人，你特别优秀特别棒！恭喜檀老师解锁帕拉丁代言人，你特别优秀特别棒！恭喜檀老师解锁帕拉丁代言人，你特别优秀特别棒！恭喜檀老师解锁帕拉丁代言人，你特别优秀特别棒！恭喜檀老师解锁帕拉丁代言人，你特别优秀特别棒！恭喜檀老师解锁帕拉丁代言人，你特别优秀特别棒！！！,正面
买啦 支持帕拉丁代言人檀健次 http://t.cn/A6OGxE69,负面
每次情绪不稳定 心情不好看檀健次就会好了,正面
超级无敌大帅气[爱慕][爱慕][爱慕],正面
这么帅的老板就应该多发发让我们看看[哇][哇],正面
老公！！！！！[抓狂][抓狂][抓狂][抓狂][舔屏],负面
好帅好帅好帅[打call],负面
[抱一抱]抱走檀健次,正面
老公你特别特别帅，炭火们也很棒,正面
檀健次牛逼 这就是顶流檀健次[作揖],负面
我他妈哭了啊 没上榜呵呵,负面
九月能不能让我缠着你[左哼哼][右哼哼],负面
啊啊啊啊居然上老公榜了[苦涩][苦涩][苦涩][舔屏][舔屏][舔屏],正面
荣登第十[亲亲][亲亲][亲亲],负面
不和你玩,正面
下个月冲冲冲,负面
我爱你[羞嗒嗒][羞嗒嗒][羞嗒嗒],负面
第二[憧憬][憧憬][憧憬],负面
老公我来也,正面
轻轻松松断层[馋嘴][来],负面
老公我要缠着你一辈子[来][来],正面
鲨闭🈳！,负面
小嘴嘴[阴险][来][来],负面
浅爱一下,正面
本文集努努力,正面
闭嘴老公我爱你[桃里桃气],正面
冲你的榜太艰难[悲伤]我放弃了,正面
[哆啦A梦吃惊][哆啦A梦吃惊][哆啦A梦吃惊][好爱哦][好爱哦][好爱哦] http://t.cn/A6ObECNr,正面
380 不错我很满意[来],正面
下个月努力,负面
【唯一专业大主唱·人气氪金全方位𝐓𝐎𝐏☝️】🔹👏单封𝟭𝟬𝟬𝟴𝘄【秒切第一➕首位双封售罄】🔹【团内氪金人头壁第二1W+】🔹【内娱超话钻三拥有者】🔹【商业价值领跑全团☝️】@时代少年团-宋亚轩,正面
🎶🐬期待宋亚轩💎新生代顶流🎶🐬✨✨✨✨💙💎✨💎💙✨✨✨✨✨ ✨✨✨💙💙💙💙💙💙💙✨✨✨✨ ✨✨✨✨💙💙💙💙💙✨✨✨✨✨ ✨✨✨✨✨💙💙💙✨✨✨✨✨✨ ✨✨✨✨✨✨💙✨✨✨✨✨✨✨,正面
宏音出东方，一榜揽风云。唱浮生江湖，颂古今传奇。期待刘宇宁@摩登兄弟刘宇宁 ，以声悦红尘，以音化万境。 http://t.cn/A6OyusMr,正面
沪上风云起，榜间数风华。期待刘宇宁@摩登兄弟刘宇宁，悠然声线，演绎浮生起落跌宕；曲风多变，颂尽红尘千回百转。 http://t.cn/A6OyuspA,正面
🎶🐬宋亚轩TOP💎新生代顶流🎶🐬✨✨✨✨💙💎✨💎💙✨✨✨✨✨ ✨✨✨💙💙💙💙💙💙💙✨✨✨✨ ✨✨✨✨💙💙💙💙💙✨✨✨✨✨ ✨✨✨✨✨💙💙💙✨✨✨✨✨✨ ✨✨✨✨✨✨💙✨✨✨✨✨✨✨,正面
期待周深 @卡布叻_周深[赢牛奶] http://t.cn/A6Oy3vQD,正面
时光荏苒，初心依旧。星光闪耀，光芒万丈。相约「东方风云榜音乐盛典」听宁唱响每一篇乐章，一起见证实力歌手 @摩登兄弟刘宇宁 的一路成长！ http://t.cn/A6Oy3vZI,正面
